author	exact_title	publication_year	volume	issue	pages	document_type	subfield	contemporaneous_review_status	technical_depth_availability	target_line_exclusion_status	full_text_status
Frederic B. Fitch	Arthur N. Prior. Facts, propositions and entailment. Mind, n.s. vol. 57 (1948), pp. 62–68.	1949	14	1	60-60	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Frederic B. Fitch	E. Toms. Facts and entailment. Mind, n.s. vol. 57 (1948), pp. 232–236.	1949	14	1	60-61	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Max Black	Eveht W. Beth. Historical studies in traditional philosophy. Synthese, vol. 5 (1946–1947), pp. 248–260.	1949	14	1	61-61	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
R. M. Martin	Eveht W. Beth. Hundred years of symbolic logic. A retrospect on the occasion of the Boole De Morgan centenary. English, with brief abstracts in English, French, and German. Dialectica (Neuchâtel), vol. 1 (1947), pp. 311–346.	1949	14	1	61-62	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
R. M. Martin	Evert W. Beth. The origin and growth of symbolic logic. Synthese, vol. 6 (1947–1948), pp. 268–274.	1949	14	1	61-61	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Eveht W. Beth	William Kneale. Boole and the revival of logic. Mind, n.s. vol. 57 (1948), pp. 149–175.	1949	14	1	61-61	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Robert Feys	H. A. Weersma. Bezwaren tegen H. Scholz' Metaphysik als strenge Wissenschaft (Objections against H. Scholz's Metaphysik als strenge Wissenschaft)Algemeen Nederlands tijdschrift voor wijsbegeerte en psychologie, vol. 39 (1946–1947), pp. 151–158.	1949	14	1	62-62	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
S. C. Kleene	K. R. Popper. On the theory of deduction, Part I. Derivation and its generalizations. Koninklijke Nederlandsche Akademie van Wetenschappen, Proceedings of the section of sciences, vol. 51 (1948), pp. 173–183; also Indagationes mathematicae , vol. 10 (1948), pp. 44–54. - K. R. Popper. On the theory of deduction, Part II. The definitions of classical and intuitionist negation. Koninklijke Nederlandsche Akademie van Wetenschappen, Proceedings of the section of sciences, vol. 51 (1948), pp. 322–331; also ibid., pp. 111–120. - K. R. Popper. The trivialization of mathematical logic. Library of the Xlh International Congress of Philosophy (Amsterdam, August 11–18, 1948). Vol. I. Proceedings of the Congress. Preprint 1948, pp. 510–515.	1949	14	1	62-63	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Andrzej Mostowski	S. C. Kleene. On the intuitionistic logic. Library of the Xth International Congress of Philosophy (Amsterdam, August, 11–18, 1948). Vol. I. Proceedings of the Congress. Preprint 1948, pp. 185–187.	1949	14	1	63-63	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Rózsa Péter	W. Smielew. Decision problem in group theory. Ebd., Sonderabdruck1948, S. 373–376.	1949	14	1	63-64	review	computability, recursion, and decidability	review-of-record entry reached			metadata only; full text not reached
W. V. Quine	A. Grzegorczyk. Un essai d'établir la sémantique du langage descripbif. Sonderabdruck, preprint 1948, pp. 419–421.	1949	14	1	64-64	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Andrzej Mostowski	Filozoﬁa w Stanach Zjednoczonych 1939–1947 (Philosophy in the United States 1939–1947). Przegląd ﬁlozoﬁczny, vol. 44 no. 1–3 (1948), pp. 234–282—Therein: - Henryk Hiż. Wstęp (Introduction), pp. 234–241. - Henryk Hiż. Logika (Logic), pp. 241–249. - William Craig. Teoria indukcji (Theory of induction), pp. 249–255. - Henry W. Johnstone. Teoria poznania (Theory of knowledge), pp. 271–275.	1949	14	1	64-64	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
R. Suszko	Jerzy Łoś. Logiki wielowartościowe a formalizacja funkcji intencjonalnych (Many-valued logics and the formalization of intensional functions). Kwartalnik ﬁlozoﬁczny, vol. 17 (1948), pp. 59–78.	1949	14	1	64-65	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Leon Henkin	Stanisław Jaśkowski. Sur les variables propositionelles dépendantes. Studia Societaiis Scientiarum Torunensis, Sectio A, vol. 1 no. 2 (1948), pp. 17–21.	1949	14	1	65-65	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Andrzej Mostowski	Stanisław Jaśkowski. Rachunek zdań dla systemów dedukcyjnych sprzecznych (Un calcul des propositions pour les systèmes déductifs contradictoires). Studia Societaiis Scientiarum Torunensis, Sectio A, vol. 1 (1948), pp. 57–74. French summary, ibid., pp. 75–77.	1949	14	1	66-67	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Leon Henkin	Stanisław Jaśkowski. Sur certains groupes formés de classes d'ensembles et leur application aux définitions des nombres. Studia Societaiis Scientiarum Torunensis, Sectio A, vol. 1 no. 3 (1948), pp. 23–35.	1949	14	1	66-66	review	set theory and foundations	review-of-record entry reached			metadata only; full text not reached
Maurice L'abbé	A. M. Turing. Practical forms of type theory. The journal of symbolic logic, vol. 13 (1948), pp. 80–94.	1949	14	1	67-68	review	computability, recursion, and decidability	review-of-record entry reached			metadata only; full text not reached
Andrzej Mostowski	A. Markov. O prédstavlénii rékursivnyh funkcij (On the representation of recursive functions). Doklady Akadémii Nauk SSSR, vol. 58 (1947), pp. 1891–1892.	1949	14	1	67-67	review	computability, recursion, and decidability	review-of-record entry reached			metadata only; full text not reached
S. C. Kleene	Frederic B. Fitch. An extension of basic logic.The journal of symbolic logic, vol. 13 (1948), pp. 95–106.	1949	14	1	68-69	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
J. Barkley Rosser	Hao Wang. A new theory of element and number.The journal of symbolic logic, vol. 13 (1948), pp. 129–137.	1949	14	1	69-69	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Sören Halldén. A note concerning the -paradoxes of strict implication and Lewis's system S1. The journal of symbolic logic, vol. 13 (1948), pp. 138–139.	1949	14	1	69-69	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
I. M. Bocheński	Ettore Carruccio. Il problema dell'esprimibiltà in simboli di un sistema ipotetico-deduttivo. Sigma (Rome), vol. 1 (1947–1948), pp. 357–364. Discussion by Giuseppe Vaccarino and the author, ibid., pp. 365–367.	1949	14	1	70-70	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
	Giulio Preti. Lettera a “Sigma.”Sigma (Rome), vol. 1 (1947–1948), pp. 433–435.	1949	14	1	70-72	bibliographical notice / unattributed review	unclassified from title metadata	review-of-record entry reached; reviewer metadata absent			metadata only; full text not reached
I. M. Bocheński	Giuseppe Vaccarino. Elementi per una teoria della conoscenza. Sigma (Rome), vol. 1 (1947–1948), pp. 6–27, 69–86, 215–233, 303–331, 387–433. Discussion by Riccardo Miceli and the autbor, ibid., pp. 245–247.	1949	14	1	70-70	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
I. M. Bocheński	Silvio Ceccato. Divagazioni di animai semiolicum. Sigma (Rome), vol. 1 (1947–1948), pp. 294–302.	1949	14	1	70-70	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
	Eleventh Meeting of the Association for Symbolic Logic	1949	14	1	73-80	meeting abstracts	editorial/association apparatus				metadata only; full text not reached
	Errata	1949	14	1	iv-iv	errata	editorial/association apparatus				metadata only; full text not reached
	JSL volume 14 issue 1 Cover and Front matter	1949	14	1	f1-f6	cover/front/back matter	editorial/association apparatus				metadata only; full text not reached
Frederic B. Fitch	On natural numbers, integers, and rationals	1949	14	2	81-84	primary technical publication	unclassified from title metadata				metadata only; full text not reached
Paul Dienes	On ternary logic	1949	14	2	85-94	primary technical publication	general mathematical logic				metadata only; full text not reached
Z. P. Dienes	On an implication function in many-valued systems of logic	1949	14	2	95-97	primary technical publication	propositional, many-valued, and modal logic				metadata only; full text not reached
Julia Robinson	Definability and decision problems in arithmetic	1949	14	2	98-114	primary technical publication	unclassified from title metadata				metadata only; full text not reached
Marshall Hall	The word problem for semigroups with two generators	1949	14	2	115-118	primary technical publication	unclassified from title metadata				metadata only; full text not reached
John R. Myhill	Reviews - Leon Chwistek. The limits of science. Outline of logic and the methodology of the exact sciences. Translated by Helen Charlotte Brodie and Arthur P. Coleman, with an introduction and appendix by Helen Charlotte Brodie. Kegan Paul, Trench, Trubner and Co., London1947; Harcourt, Brace and Co., New York 1948; lvii + 347 pp.	1949	14	2	119-125	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Shianghaw Wang	Yueh-Lin Chin. Lo chi (Logic). Shanghai 1937. Third edition, The Commercial Press, Shanghai1948, 362 pp.	1949	14	2	125-126	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Albert A. Bennett	Egmont Colerus. Von Pythagoras bis Hilbert. Die Epochen der Mathematik und ihre Baumeister. Geschichte der Mathematik für jedermann. P. Zsolnay, Berlin1937, 363 pp. - Egmont Colerus. Piccola storia della matematica. Da Pitagora a Hilbert. Italian translation of the fourth edition of the foregoing by Spartaco Casavecchia. Giulio Einaudi, Turin1943 (reprinted 1949), 359 pp.	1949	14	2	126-127	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Marcel Boll. Les étapes des mathématiques. Que sais-je? no. 42. Presses Universitaires de France, Paris 1941. Fifth edition, The Commercial Press, Shanghai1948, 128 pp.	1949	14	2	126-126	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Giusseppe Vàccabino. La scuola polacca di logica. Sigma, vol. 2 no. 8–9 (1948), pp. 527–546.	1949	14	2	127-127	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Albert A. Bennett	José Sebastião E Silva. Sugli automorfismi di un sistema matematico qualunque. Pontificia Academia Scientiarum, Commentationes, vol. 9 no. 9 (1945), pp. 327–356.	1949	14	2	127-127	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Norbert Wiener. Cybernetics. Or control and communication in the animal and the machine. The Technology Press; John Wiley & Sons, Inc., New York; Hermann et С ie , Paris; 1948, 194 pp.	1949	14	2	127-127	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Duane Studley. Algebra of neural nets. Mathematics magazine (Pacoima, Calif.), vol. 22 no. 3 (1949), pp. 125–128.	1949	14	2	128-128	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	N. Rashevsky. Mathematical biophysics.Revised edition. The University of Chicago Press, Chicago1948, xxiii + 669 pp.	1949	14	2	128-128	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Paul Bernays	Paulette Destouches-Février. Sur les rapports entre la Logique et la Physigue théorique. Comptes rendus hebdomadaires des séances de l'Académie des Sciences (Paris), vol. 219 (for 1944, pub. 1945), pp. 481–483. - Paulette Destouches-Février. Logique adaptée aux théories quantiques.Comptes rendus hebdomadaires des séances de l'Académie des Sciences (Paris), vol. 221 (1945), pp. 287–288.	1949	14	2	128-129	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Paul Bernays	Paulette Destouches-Février. Signification profonde du principe de decomposition spectrale. Comptes rendus hebdomadaires des séances de l'Académie des Sciences (Paris), vol. 222 (1946), pp. 866–868.	1949	14	2	129-129	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Paul Bernays	Paulette Destouches-Février. Sur la notion d'adéquation et le calcul minimal de Johansson. Comptes rendus hebdomadaires des séances de l'Académie des Sciences (Paris), vol. 224 (1947), pp. 545–547.	1949	14	2	129-130	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
W. V. Quine	A. A. Fraenkel. The relation of equality in deductive systems. Actes du Χ me Congrès International de Philosophie (Amsterdam, 11–18 août, 1948)—Proceedings of the Tenth International Congress of Philosophy (Amsterdam, August 11–18, 1948), North-Holland Publishing Company, Amsterdam1949, pp. 752–755.	1949	14	2	130-130	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
A. R. Turquette	J. Ridder. Sur quelques logiques multivalentes. Actes du Χ me Congrès International de Philosophie (Amsterdam, 11–18 août, 1948)—Proceedings of the Tenth International Congress of Philosophy (Amsterdam, August 11–18, 1948), North-Holland Publishing Company, Amsterdam1949, pp. 728–730.	1949	14	2	130-130	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Andrzej Mostowski	L. Kalmár. On unsolvable mathematical problems. Actes du Χ me Congrès International de Philosophie (Amsterdam, 11–18 août, 1948)—Proceedings of the Tenth International Congress of Philosophy (Amsterdam, August 11–18, 1948), North-Holland Publishing Company, Amsterdam1949, pp. 756–758.	1949	14	2	130-131	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Andrzej Mostowski	János Surányi. Reduction of the decision problem to formulae containing a bounded number of quantifiers only. Actes du Χ me Congrès International de Philosophie (Amsterdam, 11–18 août, 1948)—Proceedings of the Tenth International Congress of Philosophy (Amsterdam, August 11–18, 1948), North-Holland Publishing Company, Amsterdam1949, pp. 759–762.	1949	14	2	131-131	review	computability, recursion, and decidability	review-of-record entry reached			metadata only; full text not reached
W. V. Quine	U. Saarnio. Der Begriﬃ der Hierarchie und die logischen Paradoxien. Actes du Χ me Congrès International de Philosophie (Amsterdam, 11–18 août, 1948)—Proceedings of the Tenth International Congress of Philosophy (Amsterdam, August 11–18, 1948), North-Holland Publishing Company, Amsterdam1949, pp. 785–790.	1949	14	2	131-131	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	I. M. Bocheński. L'élat et les besoins de l'histoire de la logique formelle. Actes du Χ me Congrès International de Philosophie (Amsterdam, 11–18 août, 1948)—Proceedings of the Tenth International Congress of Philosophy (Amsterdam, August 11–18, 1948), North-Holland Publishing Company, Amsterdam1949, pp. 1062–1064.	1949	14	2	132-132	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	L. E. J. Brouwer. Consciousness, philosophy, and mathematics. Actes du Χ me Congrès International de Philosophie (Amsterdam, 11–18 août, 1948)—Proceedings of the Tenth International Congress of Philosophy (Amsterdam, August 11–18, 1948), North-Holland Publishing Company, Amsterdam1949, pp. 1235–1249.	1949	14	2	132-133	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Alice Ambrose	C. A. Baylis. Facts, propositions, exemplification and truth. Mind, n.s. vol. 57 (1948), pp. 459–79.	1949	14	2	133-134	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Thomas Storer	Carl G. Hempel and Paul Oppenheim. Reply to David L. Miller's Comments. Philosophy of science, vol. 15 (1948) pp. 350–352.	1949	14	2	133-133	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Thomas Storer	Carl G. Hempel and Paul Oppenheim. Studies in the logic of explanation. Philosophy of science, vol. 15 (1948), pp. 135–175.	1949	14	2	133-133	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Thomas Storer	David L. Miller. Comments on “Studies in the logic of explanation.”Philosophy of science, vol. 15 (1948), pp. 348–349.	1949	14	2	133-133	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Allen Walker Read. An account of the word ‘semantics.’Word (New York), vol 4 no.2 (1948), pp. 78–97.	1949	14	2	135-135	review	model theory and semantics	review-of-record entry reached			metadata only; full text not reached
Albert A. Bennett	G. Ryle. Why are the calculuses of logic and arithmetic applicable to reality?Aristotelian Society, supplementary volume XX, London1946, pp. 20–29. - C. Lewy. Why are the calculuses of logic and arithmetic applicable to reality?Aristotelian Society, supplementary volume XX, London1946, pp. 30–39. - K. R. Popper. Why are the calculuses of logic and arithmetic applicable to reality?Aristotelian Society, supplementary volume XX, London1946, pp. 40–60.	1949	14	2	135-135	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Alfons Borgers	Joseph H. Greenberg. The logical analysis of kinship. Philosophy of science, vol. 16 (1949), pp. 58–64.	1949	14	2	135-136	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	P. T. Geach. Mr. Ill-named. Analysis (Oxford), vol. 9 no. 1 (1948), pp. 14–16.	1949	14	2	136-136	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Sören Halldén. Certain problems connected with the definitions of identity and of definite descriptions given in Principia mathematica. Analysis (Oxford), vol. 9 no. 2 (1948), pp. 29–33.	1949	14	2	136-137	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Th. Skolem	Andrzej Mostowski. Proofs of non-deducibility in intuitionistic functional calculus. The journal of symbolic logic, vol. 13 (1948), pp. 204–207.	1949	14	2	137-137	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Th. Skolem	Irving M. Copilowish. Matrix development of the calculus of relations. The journal of symbolic logic, vol. 13 (1948), pp. 193–203.	1949	14	2	137-137	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Alfons Borgers	L. E. J. Brouwer. Essentieel-negatieve eigenschappen (Essentially-negative properties). Koninklijke Nederlandsche Akademie van Wetenschappen, Proceedings of the section of sciences, vol. 51 (1948), pp. 963–964; also Indagationes mathematicae , vol. 10 (1948), pp. 322–323.	1949	14	2	137-138	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Alfons Borgers	L. E. J. Brouwer. Opmerkingen over het beginsel van het uitgesloten derde en over negatieve asserties (Remarks on the law of the excluded third and on negative propositions). Koninklijke Nederlandsche Akademie van Wetenschappen, Proceedings of the section of sciences, vol. 51 (1948), pp. 1239–1243; also ibid., vol. 10 (1948), pp. 383–387.	1949	14	2	138-138	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Alfons Borgers	M. G. Beumer. En historische bijzonderheid uit het leven van Gottlob Frege (1848–1925) (A historical detail from the life of Gottlob Frege (1848–1925)). Simon Stevin, vol. 25 (1946–1947), pp. 146–149. - E. W. Beth. Naschrift (Postscript). Simon Stevin, vol. 25 (1946–1947), pp. 150–151.	1949	14	2	138-139	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Boleslaw Sobociński	I. M. Bocheński. Wstęp do teorii analogii (Introduction à une théorie de l'analogie). Roczniki filozoficzne, t. 1 (1948), pp. 64–82. Résumé français, ibid., pp. 319–320.	1949	14	2	139-140	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Boleslaw Sobociński	J. Ridder. Über mehrwertige Aussagenkalküle und mehrwertige engere Prädikaten-kalküle. I. Koninklijke Nederlandsche Akademie van Wetenschappen, Proceedings of the section of sciences, t. 51 (1948), pp. 670–680; aussi Indagationes mathematicae , t. 10 (1948), pp. 221–231.	1949	14	2	139-139	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Andrzej Mostowski	A. A. Markov. О zavisimosti aksiomy Β6 ot drugih aksiom sistémy Bernays'a-Gödel' á (On the non-independence of axiom Β6 from the other axioms of the Bernays-Gödel system). Izvéstiá Akadémii Nauk SSSR, Seriá matématičéskaá, vol. 12 (1948), pp. 569–570.	1949	14	2	140-140	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Andrzej Mostowski	Kazimierz Ajdukiewicz. Metodologia i metanauka (Methodology and melascience). Życie nauki (Kraków) vol. 6 (1948), pp. 4–15. English summary, ibid., pp. 151–152.	1949	14	2	140-140	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Heinrich Scholz	O. Becker. Das formale System der ontologischen Modalitäten, Blätter für deutsche Philosophie, Bd. 16 (1943), S. 387–422. - O. Becker. Ein “natürliches” formales System der logisch-ontologischen Modalitäten. Ebd., Bd. 18 (1944), S. 82–93.	1949	14	2	140-141	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Giovanni Giorgi. A proposito di alcune discussioni recenti sui problemi della logicu deduttiva. Bollettino della Unione Matematica Italiana, sor. 3 vol. 3 (1948), pp. 256–259.	1949	14	2	141-141	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Ettore Carruccio. Alcune conseguenze di un risultato del Gödel e la razionalità del reale. Atti della Società dei Naturalisti e Matematici di Modena, vol 78 (1947), pp. 88–90.	1949	14	2	142-142	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
	Ettore Carruccio. Sull’impossibilità di esprimere integralmente in simboli un sistema ipotetico-dedutlivo. Atti della Società dei Naturalisti e Matematici di Modena, vol 78 (1947), pp. 91–92.	1949	14	2	142-144	bibliographical notice / unattributed review	unclassified from title metadata	review-of-record entry reached; reviewer metadata absent			metadata only; full text not reached
	Errata	1949	14	2	iv-iv	errata	editorial/association apparatus				metadata only; full text not reached
	JSL volume 14 issue 2 Cover and Front matter	1949	14	2	f1-f6	cover/front/back matter	editorial/association apparatus				metadata only; full text not reached
Ernst Specker	Nicht konstruktiv beweisbare Sätze der Analysis	1949	14	3	145-158	primary technical publication	unclassified from title metadata				metadata only; full text not reached
Leon Henkin	The completeness of the first-order functional calculus	1949	14	3	159-166	primary technical publication	proof theory and formal systems				metadata only; full text not reached
Nathan P. Levin	Computational logic	1949	14	3	167-172	primary technical publication	general mathematical logic				metadata only; full text not reached
Gustav Bergmann	A syntactical characterization of S5	1949	14	3	173-174	primary technical publication	unclassified from title metadata				metadata only; full text not reached
John R. Myhill	Note on an idea of Fitch	1949	14	3	175-176	primary technical publication	unclassified from title metadata				metadata only; full text not reached
Tzu-Hua Hoo	m -valued sub-system of ( m + n )-valued propositional calculus	1949	14	3	177-181	primary technical publication	propositional, many-valued, and modal logic				metadata only; full text not reached
Maurice L'Abbé	A. M. Turing. Practical forms of type theory. The journal of symbolic logic, vol. 13 (1948), pp. 80–94.	1949	14	3	182-182	review	computability, recursion, and decidability	review-of-record entry reached			metadata only; full text not reached
Max Black	F. H. Heinemann. Truths of reason and truths of fact. The philosophical review, vol. 57 (1948), pp. 458–480.	1949	14	3	182-182	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Max Black	F. H. Heinemann. Vérités de raison et vérités de fait. Actes du X me Congrès International de Philosophie (Amsterdam, 11–18 août, 1948)—Proceedings of the Tenth International Congress of Philosophy (Amsterdam, August 11–18,1948), North-Holland Publishing Company, Amsterdam1949, pp. 629–632.	1949	14	3	182-183	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Max Black	L. Rougier. Énoncés indéterminés, indécidables, contradictoires, vides de sens. Actes du X me Congrès International de Philosophie (Amsterdam, 11–18 août, 1948)—Proceedings of the Tenth International Congress of Philosophy (Amsterdam, August 11–18, 1948), North-Holland Publishing Company, Amsterdam1949, pp. 610–617.	1949	14	3	182-182	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Max Black	G. Alexits and E. Fenyö. Les fondements des mathématiques et la philosophie du matérialisme dialectique. Actes du X me Congrès International de Philosophie (Amsterdam, 11–18 août, 1948)—Proceedings of the Tenth International Congress of Philosophy (Amsterdam, August 11–18,1948), North-Holland Publishing Company, Amsterdam1949, pp. 711–712.	1949	14	3	183-183	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Max Black	J. H. Tummers. Les principes, usités dans les sciences. Actes du X me Congrès International de Philosophie (Amsterdam, 11–18 août, 1948)—Proceedings of the Tenth International Congress of Philosophy (Amsterdam, August 11–18,1948), North-Holland Publishing Company, Amsterdam1949, pp. 694–697.	1949	14	3	183-183	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
David Nelson	J. J. de Iongh. Restricted forms of intuitionistic mathematics. Actes du X me Congrès International de Philosophie (Amsterdam, 11–18 août, 1948)—Proceedings of the Tenth International Congress of Philosophy (Amsterdam, August 11–18,1948), North-Holland Publishing Company, Amsterdam1949, pp. 744–748.	1949	14	3	183-184	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	K. Marc-Wogau. Remarks concerning the latest discussion on sense-data. Actes du X me Congrès International de Philosophie (Amsterdam, 11–18 août, 1948)—Proceedings of the Tenth International Congress of Philosophy (Amsterdam, August 11–18,1948), North-Holland Publishing Company, Amsterdam1949, pp. 633–635.	1949	14	3	183-183	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Max Black	R. Apéry. Axiomes et postulats. Actes du X me Congrès International de Philosophie (Amsterdam, 11–18 août, 1948)—Proceedings of the Tenth International Congress of Philosophy (Amsterdam, August 11–18,1948), North-Holland Publishing Company, Amsterdam1949, pp. 708–710.	1949	14	3	183-183	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
David Nelson	A. Mostowski. Sur l'interprétation géométrique et topologique des notions logiques. Actes du X me Congrès International de Philosophie (Amsterdam, 11–18 août, 1948)—Proceedings of the Tenth International Congress of Philosophy (Amsterdam, August 11–18,1948), North-Holland Publishing Company, Amsterdam1949, pp. 767–769.	1949	14	3	184-184	review	model theory and semantics	review-of-record entry reached			metadata only; full text not reached
Max Black	K. Britton. What is a rule of language?Actes du X me Congrès International de Philosophie (Amsterdam, 11–18 août, 1948)—Proceedings of the Tenth International Congress of Philosophy (Amsterdam, August 11–18,1948), North-Holland Publishing Company, Amsterdam1949, pp. 779–781.	1949	14	3	184-184	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Max Black	Readings in philosophical analysis. Selected and edited by Herbert Feigl and Wilfrid Sellars. Appleton-Century-Crofts, Inc., New York, 1949, x + 626 pp. - W. V. Quine. Designation and existence, pp. 44–51. - Alfred Tarski. The semantic conception of truth, pp. 52–84. - Gottlob Frege. On sense and nominatum, pp. 85–102. - Bertrand Russell. On denoting, pp. 103–115. - Ernest Nagel. Logic without ontology, pp. 191–210. - Carl G. Hempel. On the nature of mathematical truth, pp. 222–237. - Rudolf Carnap. The two concepts of probability, pp. 330–348. - Roderick M. Chisholm. The contrary-to-fact conditional, pp. 482–497.	1949	14	3	184-185	review	model theory and semantics	review-of-record entry reached			metadata only; full text not reached
G. H. v. Wright	Arne Næss. Symbolsk logikk (Symbolic logic). 2nd edn., mimeographed. Filosofiske problemer no. 10. Universitetets Studentkontor, Oslo1948, IV + 192 pp. (with two separate pages of errata).	1949	14	3	185-186	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Oiva Ketonen	Jørgen Jørgensen. Den logiske empirismes udvikling (The development of logical empiricism). Ejnar Munksgaard, Copenhagen1948, 97 pp.	1949	14	3	185-185	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	A. Wolf. Textbook of logic. Second edition revised and enlarged. George Allen & Unwin, London1938 (reprinted 1943, 1948), 455 pp.	1949	14	3	186-186	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Louis De Raeymaeker. Introduction à la philosophie. Troisième édition revue et corrigée. Éditions de l'Institut Supérieur de Philosophie, Louvain1947, 277 pp. - L. De Raeymaeker. Inleiding tot de wijsbegeerte. Tweede, herziene uitgave. Uitgeverij Het Kompas, Antwerp, and L. J. Veen's Uitgeversmij, Amsterdam, 1948, 271 pp.	1949	14	3	186-186	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
J. C. Cooley	W. H. Werkmeister. An introduction to critical thinking. A beginner's text in logic. Johnsen Publishing Co., Lincoln, Nebraska, 1948, xx + 663 pp.	1949	14	3	186-187	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Everett J. Nelson	C. West Churchman. Theory of experimental inference. The Macmillan Company, New York1948, xi + 292 pp.	1949	14	3	187-187	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
