author	exact_title	publication_year	volume	issue	pages	document_type	subfield	contemporaneous_review_status	technical_depth_availability	target_line_exclusion_status	full_text_status
Clifford Spector	Recursive well-orderings	1955	20	2	151-163	primary technical publication	computability, recursion, and decidability				metadata only; full text not reached
Robert McNaughton	Abraham A. Fraenkel. Abstract set theory. Studies in logic and the foundations of mathematics. North-Holland Publishing Company, Amsterdam1953, XII + 479 pp.	1955	20	2	164-165	review	set theory and foundations	review-of-record entry reached			metadata only; full text not reached
Theodore Hailperin	K. Jaakko J. Hintikka. Distributive normal forms in the calculus of predicates. Acta philosophica fennica, no. 6. Helsinki1953, 71 pp.	1955	20	2	164-164	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Charles A. Baylis	Henry W. Johnstone Jr. Elementary deductive logic. Thomas Y. Crowell Company, New York1954, viii + 241 pp.	1955	20	2	165-166	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
A. R. Turquette	A. N. Prior. Negative quantifiers. The Australasian journal of philosophy, vol. 31 (1953), pp. 107–123.	1955	20	2	166-167	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
A. R. Turquette	A. N. Prior. Modality de dicto and modality de re. Theoria (Lund), vol. 18 (1952), pp. 174–180.	1955	20	2	167-167	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
A. R. Turquette	Prior A. N.. On propositions neither necessary nor impossible. The journal of symbolic logic, vol. 18 (1953), pp. 105–108.Prior A. N.. In what sense is modal logic many-valued? Analysis (Oxford), vol. 12 no. 6 (1952), pp. 138–143.	1955	20	2	167-168	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
A. R. Turquette	W. V. Quine. Three grades of modal involvement. Actes du XIème Congrès International de Philosophie, Volume XIV, Volume complémentaire et communications du Colloque de Logique, North-Holland Publishing Company, Amsterdam1953, and Éditions E. Nauwelaerts, Louvain 1953, pp. 65–81.	1955	20	2	168-169	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
A. N. Prior	Arata Ishimoto. A set of axioms of the modal proposilional calculus equivalent to S3. The science of thought (Tokyo), no. 1 (1954), pp. 1–11.	1955	20	2	169-169	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
A. N. Prior	Sadeo Shiraishi. The structure of the continuity of psychological experiences and the physical world. The science of thought (Tokyo), no. 1 (1954), pp. 12–24.	1955	20	2	169-170	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Nicholas Rescher	Ruth Lydia Saw. Leibniz. With a foreword by A. J. Ayer. Pelican philosophy series. Penguin Books, Harmondsworth, Baltimore, etc., 1954, 240 pp.	1955	20	2	170-171	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
A. N. Prior	Shumpei Ueyama. Development of Peirce's theory of logic. The science of thought (Tokyo), no. 1 (1954), pp. 25–32.	1955	20	2	170-170	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Nicholas Rescher	Miguel Sanchez-Mazas. Sobre un pasaje de Aristóteles y el cálculo lógico de Leibniz. Revista de filosofia (Madrid), vol. 10 (1951), pp. 529–534.	1955	20	2	171-172	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Nicholas Rescher	R. M. Yost Jr. Leibniz and philosophical analysis. University of California publications in philosophy, vol. 27. University of California Press, Berkeley and Los Angeles1954, xii + 207 pp.	1955	20	2	171-171	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Czesław Lejewski	Antoni Korcik. Przyczynek do historii rachunku zdań (A contribution to the history of prepositional calculus). Polish, with brief abstracts in Russian and in English. Studio logica (Warsaw), vol. 1 (1953), pp. 247–253.	1955	20	2	172-172	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Czesław Lejewski	Antoni Korcik. Zdania egzyslencjalne u Arystotelesa (Existential propositions in Aristotle). Polonia sacra (Kraków), vol. 6 no. 1 (1954), pp. 46–50.	1955	20	2	172-172	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
I. M. Bocheński	Takeo Sugihara. Aristoteles ni okeru tokusyó to huteisyó (Particular and indefinite propositions in Aristotelian logic). Japanese with English summary. Memoirs of the Liberal Arts College, Fukui University, vol. 3 (1954), pp. 77–86.	1955	20	2	172-172	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
S. Kuroda	Takeo Sugihara. Brouwer ronrigaku no tachi-ronrigaku-teki tokusei (Many-valued logical characteristics of Brouwerian logic). Kagaku, vol. 21 no. 6 (1951), pp. 294–295.	1955	20	2	172-173	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Bolesław Sobociński	Jan Łukasiewicz. W sprawie aksjomatyki implikacyjnego rachunku zdań (Concerning an axiom system of the imphcational propositional calculus). VI Zjazd Matematyków Polskich, Warszawa 20-23 IX 1948, supplement to Annates de la Société Polonaise de Mathématique, vol. 22, Kraków1950, pp. 87–92.	1955	20	2	173-174	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
S. Kuroda	Shozo Ômori. Naihó ronrigaku no keiskikika (Formalization of an intensional logic). The proceedings of the Department of Humanities, College of General Education, University of Tokyo, series of philosophy, vol. 3 no. 1 (1953), pp. 129–149.	1955	20	2	173-173	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
P. C. Gilmore	Dequoy N.. Axiomatique intuitionniste sans négation de la géométrie projective. Collection de logique mathématique, série A. Offset. Gauthier-Villars, Paris; E. Nauwelaerts, Louvain; 1955, 108 pp.	1955	20	2	174-175	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Cassina Ugo. Sulla critica di Grandjot all'aritmetica di Peano. Bollettino delta Unione Matematica Italiana, ser. 3 vol. 8 (1953), pp. 442–447.	1955	20	2	175-176	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Andrzej Ehrenfeucht	S. V. Áblonskij. O funkcional′noj polnoté v tréhznačnom isčislénii (On functional completeness in the three-valued calculus). Doklady Akadémii Nauk SSSR, vol. 95 (1954), pp. 1153–1155.	1955	20	2	175-175	review	model theory and semantics	review-of-record entry reached			metadata only; full text not reached
Andrzej Ehrenfeucht	S. V. Áblonskij. O supérpoziciáh funkcij algébry logiki (On superpositions of functions of the algebra of logic). Matématičéskij sbornik, n.s. vol. 30 (1952), pp. 329–348.	1955	20	2	175-175	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Norman Shapiro	J. R. Myhill. Three contributions to recursive function theory. Actes du XIème Congrès International de Philosophie, Volume XIV, Volume complémentaire et communications du Colloque de Logique, North-Holland Publishing Company, Amsterdam1953, and Éditions E. Nauwelaerts, Louvain 1953, pp. 50–59.	1955	20	2	176-177	review	computability, recursion, and decidability	review-of-record entry reached			metadata only; full text not reached
Paul Axt	Rózsa Péter. Rekursive Definitionen, wobei frühere Funktionswerte von variabler Anzahl verwendet werden. Publicationes mathematicae (Debrecen), vol. 3 (1953), pp. 33–70.	1955	20	2	176-176	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Norman Shapiro	H. G. Rice. Recursive real numbers. Proceedings of the American Mathematical Society, vol. 5 (1954), pp. 784–791.	1955	20	2	177-177	review	computability, recursion, and decidability	review-of-record entry reached			metadata only; full text not reached
Martin Davis	John Myhill. Criteria of construclibility for real numbers. The journal of symbolic logic, vol. 18 (1953), pp. 7–10.	1955	20	2	178-178	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Paul Bernays	John Myhill. On the interpretation of the sign ‘⊃’. The journal of symbolic logic, vol. 18 (1953), pp. 60–62.	1955	20	2	178-179	review	model theory and semantics	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Leon Henkin. Banishing the rule of substitution for functional variables. The journal of symbolic logic, vol. 18 (1953), pp. 201–208.	1955	20	2	179-180	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Frederic B. Fitch	Alan Rose. The m-valued calculus of non-contradiction. The journal of symbolic logic, vol. 18 (1953), pp. 237–241.	1955	20	2	180-181	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Andrzej Mostowski	A. S. Ésénin-Vol′pin. Nédokazuémost′ gipotézy Suslina bez pomošči aksiomy vybora v sistémé aksiom Bérnajsa-Mostovskogo (The unprovability of Suslin's hypothesis without the aid of the axiom of choice in the system of axioms of Bernays-Mostowski). Doklady Akadémii Nauk SSSR, vol. 96 (1954), pp. 9–12.	1955	20	2	181-182	review	set theory and foundations	review-of-record entry reached			metadata only; full text not reached
Steven Orey	Václav Edvard Beneš. A partial model for Quine's “New foundations.”The journal of symbolic logic, vol. 19 (1954), pp. 197–200.	1955	20	2	181-181	review	set theory and foundations	review-of-record entry reached			metadata only; full text not reached
Wilhelm Ackermann	Julia Robinson. Existential definability in arithmetic. Transactions of the American Mathematical Society, Bd. 72 (1952), S. 437–449.	1955	20	2	182-183	review	model theory and semantics	review-of-record entry reached			metadata only; full text not reached
Andrzej Mostowski	Leon Henkin. Some interconnections between modern algebra and mathematical logic. Transactions of the American Mathematical Society, vol. 74 (1953), pp. 410–427.	1955	20	2	183-184	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Leon Henkin	E. W. Beth. Sur le parallélisme logico-mathématique. Les méthodes formelles en axiomatique Paris décembre 1950, Colloques internationaux du Centre National de la Recherche Scientifique no. 36, Paris1953, pp. 27–32. - Paul Bernays, E. W. Beth, Abraham Robinson. Discussion. Ibid., pp. 32–33.	1955	20	2	184-185	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
A. Robinson	W. Peremans. Some theorems on free algebras and on direct products of algebras. Simon Stevin, vol. 29 (1952), pp. 51–59.	1955	20	2	184-184	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Leon Henkin	Robinson Abraham. Les rapports entre le calcul déductif et l'interprétation sémantique d'un système axiomatique. Les méthodes formelles en axiomatique Paris décembre 1950, Colloques internationaux du Centre National de la Recherche Scientifique no. 36, Paris 1953, pp. 35–51.Beth E. W., Brouwer L. E. J., Robinson Abraham. Discussion. Les méthodes formelles en axiomatique Paris décembre 1950, Colloques internationaux du Centre National de la Recherche Scientifique no. 36, Paris 1953, pp. 51–52.	1955	20	2	185-186	review	model theory and semantics	review-of-record entry reached			metadata only; full text not reached
Leon Henkin	A. Châtelet. Allocution d'ouverture. Les méthodes formelles en axiomatique Paris décembre 1950, Colloques internationaux du Centre National de la Recherche Scientifique no. 36, Paris1953, p. XIII. - L. E. J. Brouwer. Discours final. Les méthodes formelles en axiomatique Paris décembre 1950, Colloques internationaux du Centre National de la Recherche Scientifique no. 36, Paris1953, p. 75. - Abraham Robinson. On axiomatic systems which possess finite models. Methodos, vol. 3 (1951), pp. 140–149.	1955	20	2	186-186	review	model theory and semantics	review-of-record entry reached			metadata only; full text not reached
Philotheus Boehner	Heinrich Guggenheimer. Ueber ein bemerkenswertes logisches System aus der Antike. Methodos, vol. 3 (1951), pp. 150–164.	1955	20	2	186-187	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Leon Henkin	Paul Bernays, E. W. Beth, L. E. J. Brouwer, Jean-Louis Destouches, R. Feys. Discussion générale. Les méthodes formelles en axiomatique Paris décembre 1950, Colloques internationaux du Centre National de la Recherche Scientifique no. 36, Paris1953, pp. 73–74.	1955	20	2	186-186	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Carl G. Hempel	Arthur Pap. Reduction-sentences and open concepts. Methodos, vol. 5 (1953), pp. 3–28. - A. Caracciolo and V. Somenzi. Discussione. English. Methodos, vol. 5 (1953), p. 29. - A. Pap. Reply. Methodos, vol. 5 (1953), pp. 29–30.	1955	20	2	187-188	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
J. F. Thomson	Hans Reichenbach. On observing and perceiving. Philosophical studies, vol. 2 (1951), pp. 92–93.	1955	20	2	188-188	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Abner Shimony	Rudolf Carnap. Meaning postulates. Philosophical studies, vol. 3 (1952), pp. 65–73.	1955	20	2	188-189	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Abner Shimony	John G. Kemeny. A contribution to inductive logic. Philosophy and phenomenological research, vol. 13 no. 3 (1953), pp. 371–374.	1955	20	2	189-189	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Abner Shimony	John G. Kemeny and Paul Oppenheim. Degree of factual support. Philosophy of science, vol. 19 (1952), pp. 307–324.	1955	20	2	190-190	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
A. R. Turquette	J. C. C. McKinsey and Patrick Suppes. Philosophy and the axiomatic foundations of physics. Actes du XIème Congrès International de Philosophie, Volume VI, Philosophie et méthodologie des sciences de la nature, North-Holland Publishing Company, Amsterdam1953, and Éditions E. Nauwelaerts, Louvain 1953, pp. 49–54.	1955	20	2	191-192	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Carl G. Hempel	Knaus Gerhard. Positivismus und Metaphysik. Studium generale, vol. 7 (1954), pp. 79–85.	1955	20	2	191	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Carl G. Hempel	Victor Kraft. Der Positivismus. Studium generale, vol. 7 (1954), pp. 73–79.	1955	20	2	191-191	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Carl G. Hempel	Wolfgang Gröbner. Über die gegenwärtige Krise unserer Kultur. Studium generale, vol. 7 (1954), pp. 122–130.	1955	20	2	191-191	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Robert Feys	Francesco Barone. Preludi del positivismo logico. Filosofia (Turin) vol. 1 (1950), pp. 373–398.	1955	20	2	192-192	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Robert Feys	Francisco Miró Quesada. Esbozo de una teoría generulizada de las propriedades relacionales. Actas del Primer Congreso Nacional de Filosofia, Mendoza, Argentina, Marzo 30-Abril 9, 1949, Mendoza and Buenos Aires1950, pp. 1172–1177.	1955	20	2	192-192	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Robert Feys	Horacio Schindler. Filosofia y lógica simbólica. Actas del Primer Congreso Nacional de Filosofia, Mendoza, Argentina, Marzo 30-Abril 9, 1949, Mendoza and Buenos Aires1950, pp. 1233–1236.	1955	20	2	192-192	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	P. T. Geach. On insolubilia. Analysis (Oxford), vol. 15 no. 3 (1955), pp. 71–72.	1955	20	2	192-192	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Abraham Kaplan	Yehoshua Bar-Hillel. The present state of research on mechanical translation. American documentation (Cambridge, Mass.), vol. 2 (1951), pp. 229–237. - Yehoshua Bar-Hillel. Some linguistic problems connected with machine translation. Philosophy of science, vol. 20 (1953), pp. 217–225. - Yehoshua Bar-Hillel. A quasi-arithmetical notation for syntactic description. Language, vol. 29 (1953), pp. 47–58. - Yehoshua Bar-Hillel. Can translation be mechanized?American scientist, vol. 42 (1954), pp. 248–260.	1955	20	2	192-194	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Arthur W. Burks	Edmund C. Berkeley. Circuit algebra—Introduction. Photo-offset from typewritten manuscript. Edmund C. Berkeley and Associates, New York1952, i + 34 pp.	1955	20	2	194-195	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Raymond J. Nelson	D. E. Muller. Application of Boolean algebra to switching circuit design and to error detection. Transactions of the Institute of Radio Engineers Professional Group on Electronic Computers, vol. EC-3 (1954), pp. 6–12.	1955	20	2	195-195	review	computability, recursion, and decidability	review-of-record entry reached			metadata only; full text not reached
Raymond J. Nelson	E. C. Nelson. An algebraic theory for use in computer design. Transactions of the Institute of Radio Engineers Professional Group on Electronic Computers, vol. EC-3 (1954), pp. 12–21.	1955	20	2	195-195	review	computability, recursion, and decidability	review-of-record entry reached			metadata only; full text not reached
Raymond J. Nelson	Robert S. Ledley. Mathematical foundations and computational methods for a digital logic machine. Journal of the Operations Research Society of America, vol. 2 (1954), pp. 249–274.	1955	20	2	195-197	review	computability, recursion, and decidability	review-of-record entry reached			metadata only; full text not reached
Raymond J. Nelson	H. S. Caldwell. The recognition and identification of symmetric switching functions. Transactions of the American Institute of Electrical Engineers, vol. 73 part I (1954), pp. 142–146. - C. Y. Lee. Switching functions on an n-dimensional cube. Transactions of the American Institute of Electrical Engineers, vol. 73 part I (1954), pp. 289–291.	1955	20	2	197-197	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Raymond J. Nelson	Keister William. Thelogic of relay circuits. Transactions of the American Institute of Electrical Engineers, vol. 68 part I (1949),pp. 571–576.Washburn S. H.. Relay “trees” and symmetric circuits. Transactions of the American Institute of Electrical Engineers, vol. 68 part I (1949), pp. 582–586.	1955	20	2	197	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Raymond J. Nelson	M. Karnaugh. The map method for synthesis of combinational logic circuits. Transactions of the American Institute of Electrical Engineers, vol. 72 part I (1953), pp. 593–598.	1955	20	2	197-197	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
	Related Citations	1955	20	2	198-199	citation-linkage matter	editorial/association apparatus				metadata only; full text not reached
William Craig	Eighteenth meeting of the Association for Symbolic Logic	1955	20	2	200-205	meeting report	editorial/association apparatus				metadata only; full text not reached
	Notice of a meeting of the Association for Symbolic Logic	1955	20	2	205-206	meeting/bibliographical notice	editorial/association apparatus				metadata only; full text not reached
	Institutional contributing subscribers to the Journal	1955	20	2	206-206	association record	editorial/association apparatus				metadata only; full text not reached
	JSL volume 20 issue 3 Cover and Front matter	1955	20	3	f1-f2	cover/front/back matter	editorial/association apparatus				metadata only; full text not reached
J. A. Faris	The gergonne relations	1955	20	3	207-231	primary technical publication	unclassified from title metadata				metadata only; full text not reached
Raymond J. Nelson	Weak simplest normal truth functions	1955	20	3	232-234	primary technical publication	unclassified from title metadata				metadata only; full text not reached
Lars Svenonius	Definability and simplicity	1955	20	3	235-250	primary technical publication	model theory and semantics				metadata only; full text not reached
R. Sherman Lehman	On confirmation and rational betting	1955	20	3	251-262	primary technical publication	philosophy, language, and inductive logic				metadata only; full text not reached
John G. Kemeny	Fair bets and inductive probabilities	1955	20	3	263-273	primary technical publication	philosophy, language, and inductive logic				metadata only; full text not reached
Gert Heinz Müller	Rudolf Carnap. Einführung in die symbolische Logik mit besonderer Berücksichtigung ihrer Anwendungen. Springer-Verlag, Wien1954, X + 209 S.	1955	20	3	274-277	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Wilhelm Ackermann	Kurt Schütte. Ein widerspruchsloses System der Analysis auf typenfreier Grundlage. Mathematische Zeitschrift, Bd. 61 (1954), S. 160–179.	1955	20	3	277-278	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Th. Skolem	Karl Egil Aubert. Om presisering og generalisering av relasjonsbegrepet (An exact account and a generalization of the concept of relation). Norsk matematisk tidsskrift, vol. 30 (1948), pp. 33–53.	1955	20	3	278-279	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
William Craig	Wolfram Schwabhäuser. Zur Definition des geordneten Paares von Mengen beliebiger Stufe. Mathematische Nachrichten, vol. 11 (1954), pp. 81–84.	1955	20	3	278-278	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Paul R. Halmos	Abraham Robinson. Théorie métamathématique des idéaux. Collection de logique mathématique, série A. Dactyl-offset. Gauthier-Villars, Paris; E. Nauwelaerts, Louvain; 1955, 186 pp.	1955	20	3	279-281	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Leon Henkin	Ladislav Rieger. 0 sčétnyh obobščénnyh σ-algébrah i novom dokazatélstvé téorémy Gédéla o polnoté. Časopis pro pěstováni matematiky a fysiky (Čéhoslovackij matématičéskij žurnal), vol. 1 (76) no. 1 (1951), pp. 33–49. - Ladislav Rieger. On countable generalised σ-algebras, with a new proof of Gödel's completeness theorem. English translation of the preceding. Czechoslovak mathematical journal, vol. 1 (76) no. 1 (1951), pp. 29–40.	1955	20	3	281-282	review	model theory and semantics	review-of-record entry reached			metadata only; full text not reached
Leon Henkin	Günter Asser. Eine semantische Charakterisierung der deduktiv abgeschlossenen Mengen des Prädikatenkalküls der ersten Stufe. Zeitschrift für mathematische Logik und Grundlagen der Mathematik (Berlin), vol. 1 (1955), pp. 3–28.	1955	20	3	282-282	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Paul Axt	Rózsa Péter. Ein neuer Beweis für die Tatsache, dass die Klasse der primitivrekursiven Funktionen umfassender als die Klasse der elementaren Funktionen ist. Zeitschrift für mathematische Logik und Grundlagen der Mathematik (Berlin), vol. 1 (1955), pp. 29–36.	1955	20	3	282-283	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Gene F. Rose	Jan Kalicki. An undecidable problem in the algebra of truth-tables. The journal of symbolic logic, vol. 19 (1954), pp. 172–176.	1955	20	3	283-284	review	computability, recursion, and decidability	review-of-record entry reached			metadata only; full text not reached
Martin Davis	Werner Markwald. Zur Theorie der konstruktiven Wohlordnungen. Mathematische Annalen, vol. 127 (1954), pp. 135–149.	1955	20	3	283-283	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
John G. Kemeny	János Surányi. Halmazok véges osztályainak szerkezetéről (Sur la structure des classes finies d'ensembles). Hungarian, with abstracts in Russian and French. Az Első Magyar Matematikai Kongresszus közleményei 1950. augusztus 27.-szeptember 2. – Comptes rendus du Premier Congrès des Mathématiciens Hongrois 21 août-2 septembre 1950, publié avec le soutien de l'Académie des Sciences de Hongrie par la Société Mathématique János Bolyai, Budapest1952, pp. 401–407.	1955	20	3	284-285	review	set theory and foundations	review-of-record entry reached			metadata only; full text not reached
John Myhill	Theodore Hailperin. Quantification theory and empty individual domains. The journal of symbolic logic, vol. 18 (1953), pp. 197–200. - W.V. Quine. Quantification and the empty domain. Ibid., vol. 19 (1954), pp. 177–179.	1955	20	3	284-284	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Motinori Gotô. Application of logical mathematics to the theory of relay networks. The Japan science review, vol. 1 no. 3 (1950), pp. 35–42.	1955	20	3	285-286	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	U. Farinelli and A. Gamba. Physics and mathematical logic. Il nuovo cimento, ser. 10 vol. 1 (1955), pp. 1152–1158.	1955	20	3	285-285	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Edmund C. Berkeley. The algebra of states and events. The scientific monthly, vol. 78 (1954), pp. 232–242.	1955	20	3	286-287	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Alfons Borgers	Edmund C. Berkeley. Symbolic logic. Twenty problems and solutions. Photo-offset from typewritten manuscript. Edmund C. Berkeley and Associates, New York1952, ii + 28 pp.	1955	20	3	287-288	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Joshua Barlaz	D. Shulz. (Mathematics, its nature and methods). Hatteva' wehaaretz, vol. 7 (1947), pp. 184–185. - D. Shoulz. (The new mathematics). Hatteva' wehaaretz, vol. 7 (1947), pp. 286–290. - D. Schultz. (Ways of thinking in natural sciences). Hatteva' wehaaretz, vol. 8 (1950), pp. 407–408.	1955	20	3	288-288	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
A. R. Turquette	E. R. Stabler. An introduction to mathematical thought. Addison-Wesley Publishing Company, Inc., Cambridge, Mass., 1953, xviii + 268 pp.	1955	20	3	288-289	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Frederic B. Fitch	Hao Wang. Quelques notions d'axioniatique. Revue philosophique de Louvain, vol. 51 (1953), pp. 409–443.	1955	20	3	289-289	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Frederic B. Fitch	Charles K. Davenport. The role of graphical methods in the history of logic. Methodos, vol. 4 (1952), pp. 145–164.	1955	20	3	290-290	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Frederic B. Fitch	Leonard Linsky. Description and the antinomy of the name-relation. Mind, n.s. vol. 61 (1952), pp. 273–275.	1955	20	3	290-291	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Frederic B. Fitch	Yehoshua Bar-Hillel. Logical syntax and semantics. Language, vol. 30 (1954), pp. 230–237.	1955	20	3	290-290	review	model theory and semantics	review-of-record entry reached			metadata only; full text not reached
Steven Orey	Margaret Macdonald. Introduction. Philosophy and analysis, A selection of articles published in Analysis between 1933–40 and 1947–53, edited by Margaret Macdonald; Basil Blackwell, Oxford1954, and Philosophical Library, New York 1954; pp. 1–14. - A. M. MacIver. Demonstratives and proper names. A reprint of XII 104(4). Philosophy and analysis, A selection of articles published in Analysis between 1933–40 and 1947–53, edited by Margaret Macdonald; Basil Blackwell, Oxford1954, and Philosophical Library, New York 1954; pp. 26–32. - P. T. Geach. Russell's theory of descriptions. A reprint of XV 217(1). Philosophy and analysis, A selection of articles published in Analysis between 1933–40 and 1947–53, edited by Margaret Macdonald; Basil Blackwell, Oxford1954, and Philosophical Library, New York 1954; pp. 32–36. - Nathaniel Lawrence. Heterology and hierarchy. A reprint of XV 216(3). Philosophy and analysis, A selection of articles published in Analysis between 1933–40 and 1947–53, edited by Margaret Macdonald; Basil Blackwell, Oxford1954, and Philosophical Library, New York 1954; pp. 37–45.	1955	20	3	291-292	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Frederic B. Fitch	Neil L. Wilson. In defense of proper names. Philosophical studies, vol. 4 (1953), pp. 72–78.	1955	20	3	291-291	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Steven Orey	Gilbert Ryle. Heterologicality. Philosophy and analysis, A selection of articles published in Analysis between 1933–40 and 1947–53, edited by Margaret Macdonald; Basil Blackwell, Oxford1954, and Philosophical Library, New York 1954; pp. 45–53. (Reprinted from Analysis, vol. 11 no. 3 (1951), pp. 61–69.)	1955	20	3	292-292	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Steven Orey	Leon Bowden. Heterologicality. Analysis (Oxford), vol. 12 no. 4 (1952), pp. 77–81.	1955	20	3	292-292	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Rulon Wells	Hilary Putnam. Synonymity, and the analysis of belief sentences. Analysis (Oxford), vol. 14 no. 5 (1954), pp. 114–122.	1955	20	3	293-294	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Steven Orey	J. L. Mackie and J. J. C. Smart. A variant of the ‘heterological’ paradox. A further note. Analysis (Oxford), vol. 14 no. 6 (1954), pp. 146–149.	1955	20	3	293-293	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Steven Orey	J. L. Mackie and J. J. C. Smart. A variant of the ‘heterological’ paradox. Analysis (Oxford), vol. 13 no. 3 (1953) pp. 61–65.	1955	20	3	293-293	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Steven Orey	J. N. Killalea. Primeness and heterologicality. Analysis (Oxford), vol. 14 no. 1 (1953), pp. 20–24.	1955	20	3	293-293	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Steven Orey	P. T. Landsberg. Paradoxes in n-valued logics. Analysis (Oxford), vol. 15 no. 1 (1954), pp. 14–16.	1955	20	3	293-293	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Rulon Wells	Alonzo Church. Intensional isomorphism and identity of belief. Philosophical studies, vol. 5 (1954), pp. 65–73.	1955	20	3	294-295	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
