author	exact_title	publication_year	volume	issue	pages	document_type	subfield	contemporaneous_review_status	technical_depth_availability	target_line_exclusion_status	full_text_status
Barkley Rosser	New sets of postulates for combinatory logics	1942	7	1	18-27	primary technical publication	proof theory and formal systems	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
M. H. A. Newman; A. M. Turing	A formal theorem in Church's theory of types	1942	7	1	28-33	primary technical publication	proof theory and formal systems	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
Daniel J. Bronstein	A correction to the sentential calculus of Tarski's Introduction To Logic .	1942	7	1	34-34	primary technical publication	proof theory and formal systems				metadata only; full text not reached
Saunders MacLane	Les Entretiens de Zurich sur les fondements et la méthode des sciences mathématiques, 6–9 decembre 1938. Exposés et discussions publiés par le Président des débats, F. Gonseth, professeur a 1'École Polytechnique Fédérale. S. A. Leemann frères & Cie., Zurich1941, 209 pp.	1942	7	1	35-37	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
W. D. Duthie	Alfred Tarski. On the calculus of relations. The journal of symbolic logic, vol. 6 (1941), pp. 73–89.	1942	7	1	38-38	review	algebraic logic	review-of-record entry reached			metadata only; full text not reached
J. C. C. McKinsey	Ray H. Dotterer. A generalization of the antilogism . The journal of symbolic logic, vol. 6 (1941), pp. 90–95.	1942	7	1	38-39	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Saunders MacLane	Okrin FrinkJr. Representations of Boolean algebras. Bulletin of the American Mathematical Society, vol. 47 (1941), pp. 755–756.	1942	7	1	39-39	review	algebraic logic	review-of-record entry reached			metadata only; full text not reached
H. E. Vaughan	S. Pankajam. On the formal structure of the propositional calculus I. The journal of the Indian Mathematical Society, n. s. vol. 5 (1941), pp. 49–61.	1942	7	1	39-39	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	John J. Wellmuth. Some comments on the nature of mathematical logic. The new scholasticism, vol. 16 (1942), pp. 9–15.	1942	7	1	39-40	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Cabl G. Hempel	Janina Lindenbaum Hosiasson. Induction et analogie: Comparaison de leur fondement. Mind, n. s. vol. 50 (1941), pp. 351–365.	1942	7	1	40-41	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
S. C. Kleene	Arthur H. Copeland. Postulates for the theory of probability. American journal of mathematics, vol. 63 (1941), pp. 741–762.	1942	7	1	41-41	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Barkley Rosser	Haskell B. Curry. A formalization of recursive arithmetic. American journal of mathematics, vol. 63 (1941), pp. 263–282.	1942	7	1	42-42	review	computability, recursion, and decidability	review-of-record entry reached			metadata only; full text not reached
G. H. v. Wright	K. V. Laurikainen. Matematiikan analyyttisyydestä (The analytical nature of mathematics). Ajatus (Porvoo), vol. 10 (1941), pp. 105–121.	1942	7	1	42-42	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
G. H. v. Wright	Udno Saarnio. Intention merkityksestä käsitteiden konstituutiossa (Intention and the logical constitution of concepts). Ajatus (Porvoo), vol. 10 (1941), pp. 201–218.	1942	7	1	42-42	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
G. H. v. Wright	Klaus V. Vartiovaara. Logiikka ja etiikka (Logic and ethics). Ajatus (Porvoo), vol. 10 (1941), pp. 285–300.	1942	7	1	43-43	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Anders Wedberg	Eino Kaila. Inhimillinen tieto, mitä se on ja mitä se ei ole (Human knowledge, what it is and what it is not). Otava, Helsingfors1939, 271 pp. - Eino Kaila. Den mänskliga kunskapen, vad den är och vad den icke är. Swedish translation of the preceding by G. H. von Wright. Söderström & Co., Helsingfors1939, 312 pp. [Previously listed as V 131 (4).]	1942	7	1	43-44	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
C. A. Baylis	W. V. Quine. Russell's paradox and others. Technology review, vol. 44 (1941–1942), pp. 16–17.	1942	7	1	44-44	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
W. V. Quine	Beppo Levi. La noción de “dominio deductivo” como elemento de orientación en las cuestiones de fundamentos de las teorias matemálicas. Publicaciones del Instituto de Matemática (Rosario, Argentina), vol. 2 (1940), no. 9, pp. 177–208.	1942	7	1	44-45	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Andrew UshenkoDr. Quine's theory of truth-functions. The journal of philosophy, vol. 39 (1942), pp. 64–67. - Willard V. Quine. Reply to Professor Ushenko. The journal of philosophy, vol. 39 (1942), pp. 68–71.	1942	7	1	45-45	review	model theory and semantics	review-of-record entry reached			metadata only; full text not reached
Ernest Nagel	Andrew Ushenko. Logical form and sensory structure. The philosophical review, vol. 50 (1941), pp. 615–622.	1942	7	1	45-45	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	James W. Stakelum. Galen and the logic of propositions. Logicalia, no.2. Angelicum, Rome 1940, XIV + 97 pp.	1942	7	1	46-46	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
	Related Citations	1942	7	1	46-46	citation-linkage matter	editorial/association apparatus				metadata only; full text not reached
J. C. C. Mckinsey	Seventh Meeting of the association for Symbolic Logic	1942	7	1	47-47	meeting report	editorial/association apparatus				metadata only; full text not reached
	Abstracts of papers	1942	7	1	47-48	meeting abstracts	editorial/association apparatus				metadata only; full text not reached
	Elections	1942	7	1	48-48	bibliographical notice / unattributed review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
	JSL volume 7 issue 2 Cover and Front matter	1942	7	2	f1-f4	cover/front/back matter	editorial/association apparatus				metadata only; full text not reached
	Errata	1942	7	2	iv-iv	errata	editorial/association apparatus				metadata only; full text not reached
Haskell B. Curry	The combinatory foundations of mathematical logic	1942	7	2	49-64	primary technical publication	general mathematical logic	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
Paul Bernays	A system of axiomatic set theory. Part III. Infinity and enumerability. Analysis	1942	7	2	65-89	primary technical publication	set theory and foundations		technical-depth potentially sufficient		metadata only; full text not reached
Ernest Nagel	Reviews - Dagobert D. Runes, editor. The dictionary of philosophy. Philosophical Library and Alliance Book Corporation, New York, 1942, viii + 343 pp.	1942	7	2	90-91	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Morton G. White	Alonzo Church. Elementary topics in mathematical logic. Lectures given at the Galois Institute of Mathematics at Long Island University. Mimeographed. The Galois Institute of Mathematics, Brooklyn, N. Y., 1940-1941, 102 pp.	1942	7	2	91-92	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Paul Bernays	Max Steck. Ein unbekannter Brief von Gottlob Frege über Hilberts erste Vorlesung über die Grundlagen der Geometrie. Sitzungsberichte der Heidelberger Akademie der Wissenschaften, Math.-naturw. Klasse 1940, no. 6 (1940), 8 pp.	1942	7	2	92-93	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Paul Bernays	Wilhelm Ackermann. Ein System der typenfreien Logik I. Forschungen zur Logik und zur Grundlegung der exakten Wissenschaften, new series, no. 7. Leipzig1941, 29 pp.	1942	7	2	93-95	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Everett J. Nelson	Morris T. Keeton. On defining the term “fact.”The journal of philosophy, vol. 39 (1942), pp. 123–132. - C. J. Ducasse. Is a fact a true proposition?—A reply. The journal of philosophy, vol. 39 (1942), pp. 132–136.	1942	7	2	95-96	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Everett J. Nelson	Thomas Greenwood. The metaphysical ground of logical operations. The new scholasticism, vol. 16 (1942), pp. 150–166.	1942	7	2	96-96	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Carl G. Hempel	Paul Weiss. The logic of semantics. The journal of philosophy, vol. 39 (1942), pp. 169–177. - Ernest Nagel. Operational analysis as an instrument for the critique of linguistic signs. The journal of philosophy, vol. 39 (1942), pp. 177–189. - Andrew Ushenko. The problem of semantics. Operational analysis as an instrument for the critique of linguistic signs. The journal of philosophy, vol. 39 (1942), pp. 197–205.	1942	7	2	96-98	review	model theory and semantics	review-of-record entry reached			metadata only; full text not reached
Carl G. Hempel	C. H. Langford. Note on a device of Quine and Goodman. The journal of symbolic logic, vol. 6 (1941), pp. 154–155.	1942	7	2	98-98	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
C. H. Langford	Manley H. ThompsonJr. Reduction sentences and metaphysics. The philosophical review, vol. 50 (1941), pp. 610–615.	1942	7	2	99-99	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Carl G. Hempel	Marvin Farber. Logical systems and the principles of logic. Philosophy of science, vol. 9 (1942), pp. 40–54.	1942	7	2	99-99	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
H. E. Vaughan	William Wernick. Complete sets of logical functions. Transactions of the American Mathematical Society, vol. 51 (1942), pp. 117–132.	1942	7	2	99-99	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Everett W. Hall. Some dangers in the use of symbolic logic in psychology. Psychological review, vol. 49 (1942), pp. 142–169.	1942	7	2	100-100	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Willard V. Quine. Whitehead and the rise of modern logic. The philosophy of Alfred North Whitehead, edited by Paul Arthur Schilpp, Northwestern University, Evanston and Chicago1941, pp. 127–163.	1942	7	2	100-101	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Ernest Nagel	Alfred North Whitehead. Mathematics and the good. The philosophy of Alfred North Whitehead, edited by Paul Arthur Schilpp, Northwestern University, Evanston and Chicago1941, pp. 666–681.	1942	7	2	101-101	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
	Related Citations	1942	7	2	101-104	citation-linkage matter	editorial/association apparatus				metadata only; full text not reached
	JSL volume 7 issue 3 Cover and Front matter	1942	7	3	f1-f4	cover/front/back matter	editorial/association apparatus				metadata only; full text not reached
	Errata	1942	7	3	iv-iv	errata	editorial/association apparatus				metadata only; full text not reached
Frederic B. Fitch	A basic logic	1942	7	3	105-114	primary technical publication	general mathematical logic				metadata only; full text not reached
Haskell B. Curry	The inconsistency of certain formal logics	1942	7	3	115-117	primary technical publication	proof theory and formal systems	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
W. T. Parry	J. C. C. McKinsey. A solution of the decision problem for the Lewis systems S2 and S4, with an application to topology. The journal of symbolic logic, vol. 6 (1941), pp. 117–134.	1942	7	3	118-119	review	computability, recursion, and decidability	review-of-record entry reached			metadata only; full text not reached
J. C. C. McKinsey	Nelson Goodman. Sequences. The journal of symbolic logic, vol. 6 (1941), pp. 150–153.	1942	7	3	120-120	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Frederic B. Fitch	Barkley Rosser. The Burali-Forti paradox. The journal of symbolic logic, vol. 7 (1942), pp. 1–17.	1942	7	3	120-121	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Frederic B. Fitch	W. V. Quine. Element and number. The journal of symbolic logic, vol. 6 (1941), pp. 135–149.	1942	7	3	121-122	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Leon Henkin	M. H. A. Newman and A. M. Turing. A formal theorem in Church's theory of types. The journal of symbolic logic, vol. 7 (1942), pp. 28–33.	1942	7	3	122-122	review	computability, recursion, and decidability	review-of-record entry reached			metadata only; full text not reached
H. E. Vaughan	Barkley Rosser. New sets of postulates for combinatory logics. The journal of symbolic logic, vol. 7 (1942), pp. 18–27.	1942	7	3	122-123	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
H. E. Vaughan	M. H. A. Newman. On theories with a combinatorial definition of “equivalence.”Annals of mathematics, ser. 2 vol. 43 (1942), pp. 223–243.	1942	7	3	123-123	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Saunders MacLane	M. H. A. Newman. A characterisation of Boolean lattices and rings. The journal of the London Mathematical Society, vol. 16 (1941), pp. 256–272.	1942	7	3	123-124	review	algebraic logic	review-of-record entry reached			metadata only; full text not reached
Saunders MacLane	- M. H. A. Newman. Relatively complemented algebras. The journal of the London Mathematical Society, vol. 17 (1942), pp. 34–47.	1942	7	3	124-124	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Saunders MacLane	Paul C. Rosenbloom. Post algebras. I. Postulates and general theory. American journal of mathematics, vol. 64 (1942), pp. 167–188.	1942	7	3	124-125	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
E. R. Lorch	S. Pankajam. Ideal theory in Boolean algebra and its application to deductive systems. Proceedings of the Indian Academy of Sciences, Section A, vol. 14 (1941), pp. 670–684.	1942	7	3	125-125	review	algebraic logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Garrett Birkhoff. An extended arithmetic. Duke mathematical journal, vol. 3 (1937), pp. 311–316. - Garrett Birkhoff. Generalized arithmetic. Duke mathematical journal, vol. 9 (1942), pp. 283–302.	1942	7	3	125-126	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Hans Robert Müller. Algebraischer Aussagenkalkül. Akademie der Wissenschaften in Wien, Mathematisch-naturwissenschaftliche Klasse, Sitzungsberichte, Abteilung II a, vol. 149 (1940), pp. 77–115.	1942	7	3	126-126	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
G. H. Von Wright	Oiva Ketonen. Predikaattikalkyylin täydellisyydestä (Über die Vollständigkeit des Prädikatenkalküls). Ajalus (Porvoo), Bd. 10 (1941), S. 77–92.	1942	7	3	126-126	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
William Barrett	Giovanni Giorgi. Riflessioni sui fondamenti primi della teoria degli insiemi. Pontificia Accidentia Scientiarum, Acta, vol. 5 no. 6 (1941), pp. 35–40.	1942	7	3	127-127	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
G. H. Von Wright	P. Siro. Lauseoppi uuden logiikan valossa (Die Syntax im Lichte der neuen Logik)Virittäjä (Helsinki), 1941, S. 192–205.	1942	7	3	127-127	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
J. Kraft	Louis Rougier. The relativity of logic. Philosophy and phenomenological research, vol. 2 no. 2 (1941), pp. 137–158.	1942	7	3	127-128	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
C. H. Langford	A. C. Ewing. The linguistic theory of a priori propositions. Proceedings of the Aristotelian Society, pp. 207–244.	1942	7	3	128-128	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
C. H. Langford	W. D. Ross. Some thoughts on Aristotle's logic. Proceedings of the Aristotelian Society, vol. 40 (1939–1940), pp. i-xviii.	1942	7	3	128-128	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Stuart Carter Dodd. Dimensions of society. A quantitative systematics for the social sciences. The Macmillan Company, New York1942, ix + 944 pp.	1942	7	3	128-129	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	J. Findlay. Goedelian sentences: a non-numerical approach. Mind, n.s. vol. 51 (1942), pp. 259–265.	1942	7	3	129-130	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Carl G. Hempel	Gustav Bergmann. Remarks concerning the epistemology of scientific empiricism. Philosophy of science, vol. 9 (1942), pp. 283–293.	1942	7	3	130-130	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Charles A. Baylis	William Hester. The logical destiny of data. Philosophy of science, vol. 9 (1942), pp. 233–238.	1942	7	3	130-131	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Mark Kac; Barkley Rosser	L. P. Gokiéli. O tak nazyvaémyh “sodéržatél'nyh aksiomah” matématiĉéskoj logiki (On the so-called “content-having axioms” of mathematical logic). Soobŝĉéniá Gruzinskogo Filiala Akadémii Nauk SSSR (Mitteilungen der Georgischen Abteilung der Akademie der Wissenschaften der USSR), vol. 1 (1940), pp. 421–428, 665–672, 731–738, and Soobŝĉéniá Akadémii Nauk Gruzinskoj SSR (Mitteilungen der Akademie der Wissenschaften der Georgischen SSR) , vol. 2 (1941), pp. 51–58.	1942	7	3	131-131	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Charles A. Baylis	SirAlmroth E. Wright. Prolegomena to the logic which searches for truth. William Heinemann Ltd., London1941, xliv + 69 pp	1942	7	3	131-131	review	model theory and semantics	review-of-record entry reached			metadata only; full text not reached
	Related Citations	1942	7	3	131-132	citation-linkage matter	editorial/association apparatus				metadata only; full text not reached
	JSL volume 7 issue 4 Cover and Front matter	1942	7	4	f1-f4	cover/front/back matter	editorial/association apparatus				metadata only; full text not reached
	Errata	1942	7	4	iv-iv	errata	editorial/association apparatus				metadata only; full text not reached
Paul Bernays	A system of axiomatic set theory. Part IV. General set theory	1942	7	4	133-145	primary technical publication	set theory and foundations		technical-depth potentially sufficient		metadata only; full text not reached
A. M. Turing	The use of dots as brackets in Church's system	1942	7	4	146-156	primary technical publication	unclassified from title metadata	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
W. V. Quine	On existence conditions for elements and classes	1942	7	4	157-159	primary technical publication	unclassified from title metadata	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
Edmund C. Berkeley	Conditions affecting the application of symbolic logic	1942	7	4	160-168	primary technical publication	philosophy, language, and inductive logic	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
Carl G. Hempel	Reviews - Paul Henle. The status of emergence. The journal of philosophy, vol. 39 (1942), pp. pp. 486–493.	1942	7	4	169-170	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church; Haskell B. Curry	The Inconsistency of Certain Formal Logics.	1942	7	4	170	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Everett J. Nelson	Gustav Bergmann. Syntactical analysis of the class calculus. Philosophy of Science, vol. 9 (1942), pp. 227–232.	1942	7	4	170-170	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Charles A. Baylis	Warner Arms Wick. On the identification of philosophy with logical analysis. The philosophical review, vol. 51 (1942), pp. 508–513.	1942	7	4	170-170	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	J. W. LasleyJr. The revolt against Aristotle. American scientist, vol. 30 (1942), pp. 275–287.	1942	7	4	171-171	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	K. Chandrasekharan. The logic of intuitionistic mathematics. The mathematics student (Madras), vol. 9 no. 4 (for 1941, pub. 1942), pp. 143–154.	1942	7	4	171-171	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
P. Lagerström	N. H. McCoy. Remarks on divisors of zero. The American mathematical monthly, vol. 49 (1942), pp. 286–295.	1942	7	4	171-171	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Ernest Nagel	L. O. Kattsoff and J. Thibaut. Semiotic and psychological concepts. Psychological review, vol. 49 (1942), pp. 475–485.	1942	7	4	171-172	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Max Black	Arnulf Molitor. Zur neupositivistischen Philosophie der Mathematik. Philosophisches Jahrbuch der Görres-Gesellschaft, vol. 53 (1940), pp. 427–436, and vol. 54 (1941), pp. 54-70, 214-228.	1942	7	4	172-172	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Ernest Nagel	James A. ChristensonJr. The if-then relation and scientific inference. Psychological review, pp. 486–493.	1942	7	4	172-172	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Frederic B. Fitch	Everett H. Larguier. Concerning some views on the structure of mathematics. The Thomist, vol. 4 (1942), pp. 431–444.	1942	7	4	172-173	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Frederic B. Fitch	Edwin W. Patterson. Logic in the law. University of Pennsylvania law review, vol. 90 (1941–1942), pp. 875–909.	1942	7	4	173-173	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
R. Vázquez; R. M. Martin	Elías A. De Cesare. Lógica y matemática. Revista de ciencias económicas (Buenos Aires), October 1938. Offprint, pp. 1–42.	1942	7	4	173-173	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Saunders MacLane	Annibale Pastore. Sullo sviluppo delle operazioni logiche dipendenti solo dal numero degli enti. Atti delta Reale Accademia delle Scienze di Torino, Classe di scienze morali, storiche e filologiche, vol. 75 no. 1 (1940), pp. 3–11.	1942	7	4	174-174	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Elías A. De Cesare. Evolución de la lógica. Revista de ciencias económicas, December 1941. Offprint, pp. 1–8.	1942	7	4	174-174	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
R. Vázquez; R. M. Martin	Elías A. De Cesare. La lógica moderna y la crisis de la matemática (Resumen de una conferencia). Revista del Centra Estudiantes de Ingenieria (La Plata), vol. 16 no. 65 (1939), pp. 239–243.	1942	7	4	174-174	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Teodoro Sánchez De Bustamante. El infinito. Conferencia dedicada a los estudiantes del Colegio Nacional de Buenos Aires y pronunciada por su autor en ese Colegio el 25 de septiembre de 1941. Buenos Aires, Imprenta de la Universidad, 1941, 31 pp.	1942	7	4	174-174	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
	Related Citations	1942	7	4	174-175	citation-linkage matter	editorial/association apparatus				metadata only; full text not reached
	Institutional Contributing subscribers to the Journal of Symbolic Logic	1942	7	4	176-176	association record	editorial/association apparatus				metadata only; full text not reached
	List of officers and members of the Association for Symbolic Logic	1942	7	4	177-180	association record	editorial/association apparatus				metadata only; full text not reached
	JSL volume 8 issue 1 Cover and Front matter and Errata	1943	8	1	f1-f6	cover/front/back matter	editorial/association apparatus				metadata only; full text not reached
R. M. Martin	A homogeneous system for formal logic	1943	8	1	1-23	primary technical publication	proof theory and formal systems	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
Ray H. Dotterer	A supplementary note on the rules of the antilogism	1943	8	1	24-24	primary technical publication	unclassified from title metadata				metadata only; full text not reached
M. J. Alban	Independence of the primitive symbols of Lewis's calculi of propositions	1943	8	1	25-26	primary technical publication	propositional, many-valued, and modal logic	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
Ernest Nagel	Reviews - Max Black. Conventionalism in geometry and the interpretation of necessary statements. Philosophy of science, vol. 9 (1942), pp. 335–349.	1943	8	1	27-28	review	model theory and semantics	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Thomas Greenwood. Les principes de la logique mathématique. Revue de l'Université d'Ottawa, vol. 11 (1941), section speciale, pp. 47*–78*. Also separately published by Editions de l'Université d'Ottawa, Ottawa, Ontario, 1941, 32 pp. Also reprinted in Études sur la connaissance mathématique, by Thomas Greenwood, Editions de l'Université d'Ottawa, Ottawa, Ontario, 1942.	1943	8	1	28-29	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Carl G. Hempel	Warner Arms Wick. Metaphysics and the new logic. The University of Chicago Press, Chicago1942, xiii + 202 pp.	1943	8	1	29-30	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
George D. W. Berry	Frederic B. Fitch. A basic logic. The journal of symbolic logic, vol. 7 (1942), pp. 105–114. See erratum, ibid., p. iv.	1943	8	1	30-30	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Barkley Rosser	Haskell B. Curry. The combinatory foundations of mathematical logic. The journal of symbolic logic, vol. 7 (1942), pp. 49–64.	1943	8	1	31-31	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Charles A. Baylis	Hermann Weyl. The ghost of modality. Philosophical essays in memory of Edmund Husserl, edited by Marvin Farber, Harvard University Press, Cambridge, Mass., 1940, pp. 278–303.	1943	8	1	31-31	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	W. V. Quine. On existence conditions for elements and classes. The journal of symbolic logic, vol. 7 (1942), pp. 157–159.	1943	8	1	31-32	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	S. C. Kleene. Recursive predicates and quantifiers. Transactions of the American Mathematical Society, vol. 53 (1943), pp. 41–73.	1943	8	1	32-34	review	computability, recursion, and decidability	review-of-record entry reached			metadata only; full text not reached
B. O. Koopman	Harold Jeffreys. Theory of probability. Oxford University Press, Oxford1939, vii + 380 pp.	1943	8	1	34-35	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Peter A. Carmichael. The null class nullified. The philosophical review, vol. 52 (1943), pp. 61–68.	1943	8	1	35-35	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
C. H. Langford	Rudolf Carnap. Introduction to semantics. Harvard University Press, Cambridge, Mass., 1942, xii + 263 pp.	1943	8	1	36-37	review	model theory and semantics	review-of-record entry reached			metadata only; full text not reached
	Related Citations	1943	8	1	37-37	citation-linkage matter	editorial/association apparatus				metadata only; full text not reached
	Abstracts of Papers	1943	8	1	38	meeting abstracts	editorial/association apparatus				metadata only; full text not reached
	Elections. Abstracts of Papers	1943	8	1	38-40	meeting abstracts	editorial/association apparatus				metadata only; full text not reached
	JSL volume 8 issue 1 Cover and Back matter	1943	8	1	b1-b1	cover/front/back matter	editorial/association apparatus				metadata only; full text not reached
	JSL volume 8 issue 2 Cover and Front matter and Errata	1943	8	2	f1-f6	cover/front/back matter	editorial/association apparatus				metadata only; full text not reached
Shianghaw Wang	A system of completely independent axioms for the sequence of natural numbers	1943	8	2	41-44	primary technical publication	proof theory and formal systems	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
Alonzo Church	Reviews - Willard V. Quine. Notes on existence and necessity. The journal of philosophy, vol. 40 (1943), pp. 113–127.	1943	8	2	45-47	review	model theory and semantics	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Gerard Esser. Logica, in usum scholarum. The Mission Press, Techny, Ill., 1942, xv + 247 pp.	1943	8	2	47-48	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Bernard Lonergan. The form of inference. Thought, vol. 18 (1943), pp. 277–292.	1943	8	2	48-48	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Peter A. Carmichael. Animadversion on the null class. Philosophy of science, vol. 10 (1943), pp. 90–94.	1943	8	2	48-48	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Ernest Nagel	K. R. Popper. Are contradictions embracing?Mind, n.s. vol. 52 (1943), pp. 47–50.	1943	8	2	48-49	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
G. H. von Wright; Hilppa Kinos	David Hilbert and the Principle of Invariance.	1943	8	2	49	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Ernest Nagel	Arthur W. Burks. Peirce's conception of logic as a normative science. The philosophical review, vol. 52 (1943), pp. 187–193.	1943	8	2	49-49	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
G. H. Von Wright	Hilppa Kinos. Invarianssin periaatteesta David Hilbertillä (David Hilbert and the principle of invariance). Ajatus (Helsinki), vol. 11 (1942), pp. 90–113.	1943	8	2	49-49	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Ernest Nagel	John R. Reid. Definitional rules: their nature, status, and normative function. The journal of philosophy, vol. 40 (1943), pp. 188–192.	1943	8	2	49-49	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
